CNPJ_Companhia;Data_Referencia;Versao;ID_Documento;Nome_Companhia;Posicao;Quantidade_Amarelo;Quantidade_Branco;Quantidade_Preto;Quantidade_Pardo;Quantidade_Indigena;Quantidade_Outros;Quantidade_Sem_Resposta
04.972.092/0001-22;2025-12-31;1;148415;GRUPO FARTURA DE HORTIFRUT S.A.;Liderança;11;269;73;358;0;0;4
04.972.092/0001-22;2025-12-31;1;148415;GRUPO FARTURA DE HORTIFRUT S.A.;Não-liderança;101;3593;895;3477;15;0;3
04.986.320/0001-13;2025-12-31;4;152271;SER EDUCACIONAL S.A.;Liderança;35;786;175;786;3;10;28
04.986.320/0001-13;2025-12-31;4;152271;SER EDUCACIONAL S.A.;Não-liderança;150;2779;859;3108;34;27;74
04.992.714/0001-84;2025-12-31;6;151903;NOVA TRANSPORTADORA DO SUDESTE S.A. - NTS;Liderança;0;38;1;9;0;0;0
04.992.714/0001-84;2025-12-31;6;151903;NOVA TRANSPORTADORA DO SUDESTE S.A. - NTS;Não-liderança;1;141;10;67;0;0;0
05.197.443/0001-38;2025-12-31;7;152320;HAPVIDA PARTICIPAÇÕES E INVESTIMENTOS S.A.;Liderança;37;1680;167;1869;17;0;150
05.197.443/0001-38;2025-12-31;7;152320;HAPVIDA PARTICIPAÇÕES E INVESTIMENTOS S.A.;Não-liderança;587;22142;5930;36345;216;0;1489
05.303.439/0001-07;2025-12-31;4;151765;UNIGEL PARTICIPAÇÕES S.A.;Liderança;2;53;7;16;0;0;0
05.303.439/0001-07;2025-12-31;4;151765;UNIGEL PARTICIPAÇÕES S.A.;Não-liderança;8;171;136;226;0;70;0
05.878.397/0001-32;2025-12-31;8;152031;ALLOS S.A.;Liderança;22;701;141;360;7;0;8
05.878.397/0001-32;2025-12-31;8;152031;ALLOS S.A.;Não-liderança;59;1598;601;1595;23;0;43
05.917.486/0001-40;2025-12-31;5;152380;LIVETECH DA BAHIA INDÚSTRIA E COMÉRCIO S.A.;Liderança;0;29;3;10;1;0;0
05.917.486/0001-40;2025-12-31;5;152380;LIVETECH DA BAHIA INDÚSTRIA E COMÉRCIO S.A.;Não-liderança;3;120;30;86;0;0;0
06.047.087/0001-39;2025-12-31;5;152416;REDE D'OR SÃO LUIZ S.A.;Liderança;7;201;10;113;0;0;0
06.047.087/0001-39;2025-12-31;5;152416;REDE D'OR SÃO LUIZ S.A.;Não-liderança;1048;24153;10513;40871;208;0;0
06.057.223/0001-71;2025-12-31;5;152319;SENDAS DISTRIBUIDORA S.A.;Liderança;217;2481;1333;3711;42;0;0
06.057.223/0001-71;2025-12-31;5;152319;SENDAS DISTRIBUIDORA S.A.;Não-liderança;1238;22735;14008;37725;418;0;0
06.164.253/0001-87;2025-12-31;5;152398;GOL LINHAS AEREAS INTELIGENTES S.A.;Liderança;14;398;17;71;2;1;0
06.164.253/0001-87;2025-12-31;5;152398;GOL LINHAS AEREAS INTELIGENTES S.A.;Não-liderança;210;8692;926;4048;17;0;0
06.272.793/0001-84;2025-12-31;2;152257;EQUATORIAL MARANHÃO DISTRIBUIDORA DE ENERGIA S.A.;Liderança;2;109;19;122;0;0;3
06.272.793/0001-84;2025-12-31;2;152257;EQUATORIAL MARANHÃO DISTRIBUIDORA DE ENERGIA S.A.;Não-liderança;19;469;156;903;0;0;17
06.626.253/0001-51;2025-12-31;8;152237;EMPREENDIMENTOS PAGUE MENOS S.A.;Liderança;20;724;285;1127;4;0;37
06.626.253/0001-51;2025-12-31;8;152237;EMPREENDIMENTOS PAGUE MENOS S.A.;Não-liderança;305;6194;3857;12915;70;0;540
06.981.176/0001-58;2025-12-31;5;152405;CEMIG GERACAO E TRANSMISSAO S.A.;Liderança;0;0;0;0;0;0;0
06.981.176/0001-58;2025-12-31;5;152405;CEMIG GERACAO E TRANSMISSAO S.A.;Não-liderança;0;0;0;0;0;0;0
06.981.180/0001-16;2025-12-31;6;152404;CEMIG DISTRIBUICAO S.A.;Liderança;0;0;0;0;0;0;0
06.981.180/0001-16;2025-12-31;6;152404;CEMIG DISTRIBUICAO S.A.;Não-liderança;0;0;0;0;0;0;0
06.981.381/0001-13;2025-03-31;10;151607;CTC - CENTRO DE TECNOLOGIA CANAVIEIRA S.A.;Liderança;4;78;0;5;0;0;0
06.981.381/0001-13;2025-03-31;10;151607;CTC - CENTRO DE TECNOLOGIA CANAVIEIRA S.A.;Não-liderança;4;298;42;100;0;0;0
07.040.108/0001-57;2025-12-31;4;152289;CAGECE - CIA DE AGUA E ESGOTO DO CEARA;Liderança;3;178;14;216;0;0;0
07.040.108/0001-57;2025-12-31;4;152289;CAGECE - CIA DE AGUA E ESGOTO DO CEARA;Não-liderança;4;269;30;412;0;0;0
07.043.628/0001-13;2025-12-31;1;148216;CLARO TELECOM PARTICIPAÇÕES S.A.;Liderança;0;0;0;0;0;0;1
07.043.628/0001-13;2025-12-31;1;148216;CLARO TELECOM PARTICIPAÇÕES S.A.;Não-liderança;0;0;0;0;0;0;1
07.047.251/0001-70;2025-12-31;5;151743;CIA ENERGETICA DO CEARA - COELCE;Liderança;0;32;0;15;0;0;46
07.047.251/0001-70;2025-12-31;5;151743;CIA ENERGETICA DO CEARA - COELCE;Não-liderança;19;375;75;787;8;0;606
07.206.816/0001-15;2025-12-31;1;148689;M.DIAS BRANCO S.A. IND COM DE ALIMENTOS;Liderança;22;613;109;702;4;0;21
07.206.816/0001-15;2025-12-31;1;148689;M.DIAS BRANCO S.A. IND COM DE ALIMENTOS;Não-liderança;150;3846;1811;8963;56;0;89
07.237.373/0001-20;2025-12-31;8;152448;BCO NORDESTE DO BRASIL S.A.;Liderança;37;1385;221;1274;11;0;1
07.237.373/0001-20;2025-12-31;8;152448;BCO NORDESTE DO BRASIL S.A.;Não-liderança;39;2189;246;1672;18;0;6
07.253.321/0001-47;2025-12-31;1;149145;CARBOMIL SA MINER. E INDUSTRIA;Liderança;0;3;0;0;0;0;0
07.253.321/0001-47;2025-12-31;1;149145;CARBOMIL SA MINER. E INDUSTRIA;Não-liderança;2;8;0;0;0;0;0
07.275.159/0001-68;2025-12-31;1;147567;PETROLEO LUB DO NORDESTE SA;Liderança;0;0;0;0;0;0;0
07.275.159/0001-68;2025-12-31;1;147567;PETROLEO LUB DO NORDESTE SA;Não-liderança;0;0;0;0;0;0;0
07.282.377/0001-20;2025-12-31;3;152407;ENERGISA SUL-SUDESTE - DISTRIBUIDORA DE ENERGIA S/A;Liderança;0;0;0;0;0;0;0
07.282.377/0001-20;2025-12-31;3;152407;ENERGISA SUL-SUDESTE - DISTRIBUIDORA DE ENERGIA S/A;Não-liderança;0;0;0;0;0;0;0
07.334.600/0001-35;2025-12-31;1;148066;MARINA DE IRACEMA PARK SA;Liderança;0;0;0;0;0;0;2
07.334.600/0001-35;2025-12-31;1;148066;MARINA DE IRACEMA PARK SA;Não-liderança;0;0;0;0;0;0;202
07.415.333/0001-20;2025-12-31;2;151581;SIMPAR S.A.;Liderança;38;2094;175;1221;3;88;0
07.415.333/0001-20;2025-12-31;2;151581;SIMPAR S.A.;Não-liderança;418;19232;5845;27302;103;1096;0
07.526.557/0001-00;2025-12-31;4;151728;AMBEV S.A.;Liderança;99;3996;446;1135;13;14;574
07.526.557/0001-00;2025-12-31;4;151728;AMBEV S.A.;Não-liderança;162;6134;2638;6987;79;69;2382
07.594.978/0001-78;2025-12-31;3;152225;SMARTFIT ESCOLA DE GINÁSTICA E DANÇA S.A.;Liderança;37;459;93;434;0;0;0
07.594.978/0001-78;2025-12-31;3;152225;SMARTFIT ESCOLA DE GINÁSTICA E DANÇA S.A.;Não-liderança;625;3640;1294;3143;23;0;0
07.628.528/0001-59;2025-06-30;10;151857;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;Liderança;1;36;4;33;1;0;12
07.628.528/0001-59;2025-06-30;10;151857;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;Não-liderança;5;111;55;247;15;0;62
07.689.002/0001-89;2025-12-31;5;151722;EMBRAER S.A.;Liderança;20;828;6;42;0;0;179
07.689.002/0001-89;2025-12-31;5;151722;EMBRAER S.A.;Não-liderança;280;13709;778;2657;12;0;2412
07.714.104/0001-07;2025-12-31;9;152456;GIGA MAIS FIBRA TELECOMUNICAÇÕES S.A.;Liderança;5;255;12;141;0;0;30
07.714.104/0001-07;2025-12-31;9;152456;GIGA MAIS FIBRA TELECOMUNICAÇÕES S.A.;Não-liderança;37;1407;354;1849;14;0;330
07.816.890/0001-53;2025-12-31;4;152168;MULTIPLAN - EMPREEND IMOBILIARIOS S.A.;Liderança;0;48;0;2;0;0;0
07.816.890/0001-53;2025-12-31;4;152168;MULTIPLAN - EMPREEND IMOBILIARIOS S.A.;Não-liderança;0;255;24;99;0;0;0
07.820.907/0001-46;2025-12-31;2;149813;FICA EMPREENDIMENTOS IMOBILIÁRIOS S.A.;Liderança;0;0;1;0;0;0;0
07.820.907/0001-46;2025-12-31;2;149813;FICA EMPREENDIMENTOS IMOBILIÁRIOS S.A.;Não-liderança;0;1;0;0;0;0;0
07.857.093/0001-14;2025-12-31;4;149881;AURA MINERALS INC.;Liderança;0;0;0;0;0;0;265
07.857.093/0001-14;2025-12-31;4;149881;AURA MINERALS INC.;Não-liderança;0;0;0;0;0;0;993
07.857.850/0001-50;2025-12-31;2;151564;GP INVESTMENTS, LTD.;Liderança;0;11;0;0;0;0;0
07.857.850/0001-50;2025-12-31;2;151564;GP INVESTMENTS, LTD.;Não-liderança;0;22;1;5;0;0;0
07.859.971/0001-30;2025-12-31;9;152472;TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S.A.;Liderança;1;61;4;22;0;0;0
07.859.971/0001-30;2025-12-31;9;152472;TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S.A.;Não-liderança;3;388;80;311;5;0;0
07.882.930/0001-65;2025-12-31;1;148535;MITRE REALTY EMPREENDIMENTOS E PARTICIPAÇÕES S.A.;Liderança;3;57;2;4;0;0;1
07.882.930/0001-65;2025-12-31;1;148535;MITRE REALTY EMPREENDIMENTOS E PARTICIPAÇÕES S.A.;Não-liderança;3;209;38;182;0;0;2
08.065.557/0001-12;2025-12-31;3;152148;TECNISA S.A.;Liderança;1;31;0;4;0;0;0
08.065.557/0001-12;2025-12-31;3;152148;TECNISA S.A.;Não-liderança;1;215;51;150;0;0;0
08.078.847/0001-09;2025-12-31;2;151532;LPS BRASIL - CONSULTORIA DE IMOVEIS S.A.;Liderança;3;37;3;11;0;0;11
08.078.847/0001-09;2025-12-31;2;151532;LPS BRASIL - CONSULTORIA DE IMOVEIS S.A.;Não-liderança;6;147;20;69;1;0;21
08.159.965/0001-33;2025-12-31;9;152417;IGUA SANEAMENTO S.A.;Liderança;6;186;8;34;0;0;0
08.159.965/0001-33;2025-12-31;9;152417;IGUA SANEAMENTO S.A.;Não-liderança;34;895;342;987;2;0;0
08.170.849/0001-15;2025-12-31;4;152060;DESKTOP S.A.;Liderança;2;347;28;127;1;0;64
08.170.849/0001-15;2025-12-31;4;152060;DESKTOP S.A.;Não-liderança;36;1960;394;1238;11;0;317
08.294.224/0001-65;2025-12-31;8;152160;JHSF PARTICIPACOES S.A.;Liderança;8;306;22;130;2;0;20
08.294.224/0001-65;2025-12-31;8;152160;JHSF PARTICIPACOES S.A.;Não-liderança;26;1050;256;917;4;0;129
08.312.229/0001-73;2025-12-31;1;148787;EZ TEC EMPREEND. E PARTICIPACOES S.A.;Liderança;1;29;3;2;0;0;4
08.312.229/0001-73;2025-12-31;1;148787;EZ TEC EMPREEND. E PARTICIPACOES S.A.;Não-liderança;54;211;62;201;2;0;66
08.322.396/0001-03;2025-03-31;4;150793;CERRADINHO BIOENERGIA S.A.;Liderança;0;62;1;27;0;0;0
08.322.396/0001-03;2025-03-31;4;150793;CERRADINHO BIOENERGIA S.A.;Não-liderança;5;701;87;1509;2;4;0
08.324.196/0001-81;2025-12-31;1;147653;CIA ENERGETICA DO RIO GDE NORTE - COSERN;Liderança;0;57;0;29;0;0;0
08.324.196/0001-81;2025-12-31;1;147653;CIA ENERGETICA DO RIO GDE NORTE - COSERN;Não-liderança;7;445;75;482;3;0;7
08.343.492/0001-20;2025-12-31;6;152214;MRV ENGENHARIA E PARTICIPACOES S.A.;Liderança;17;897;78;429;48;0;49
08.343.492/0001-20;2025-12-31;6;152214;MRV ENGENHARIA E PARTICIPACOES S.A.;Não-liderança;190;4190;2327;10240;184;0;115
08.364.948/0001-38;2025-12-31;3;152146;ALUPAR INVESTIMENTO S/A;Liderança;0;0;0;0;0;0;18
08.364.948/0001-38;2025-12-31;3;152146;ALUPAR INVESTIMENTO S/A;Não-liderança;0;0;0;0;0;0;38
08.397.078/0001-01;2025-12-31;4;152080;GSH CORP PARTICIPAÇÕES S.A.;Liderança;3;166;17;53;1;0;11
08.397.078/0001-01;2025-12-31;4;152080;GSH CORP PARTICIPAÇÕES S.A.;Não-liderança;16;769;252;607;6;0;149
08.402.943/0001-52;2025-12-31;2;149906;GUARARAPES CONFECCOES S.A.;Liderança;40;1008;109;691;2;0;85
08.402.943/0001-52;2025-12-31;2;149906;GUARARAPES CONFECCOES S.A.;Não-liderança;491;8776;3160;16257;114;0;1186
08.424.178/0001-71;2025-12-31;1;148422;TECBLU TECELAGEM BLUMENAU S.A.;Liderança;0;1;0;0;0;0;0
08.424.178/0001-71;2025-12-31;1;148422;TECBLU TECELAGEM BLUMENAU S.A.;Não-liderança;0;1;0;0;0;0;0
08.439.659/0001-50;2025-12-31;2;152155;CPFL ENERGIAS RENOVÁVEIS S.A.;Liderança;2;75;2;25;0;0;2
08.439.659/0001-50;2025-12-31;2;152155;CPFL ENERGIAS RENOVÁVEIS S.A.;Não-liderança;11;325;34;149;1;0;12
08.467.115/0001-00;2025-12-31;3;149831;CIA ESTADUAL DE DISTRIB ENER ELET-CEEE-D;Liderança;0;55;2;10;0;0;21
08.467.115/0001-00;2025-12-31;3;149831;CIA ESTADUAL DE DISTRIB ENER ELET-CEEE-D;Não-liderança;2;548;43;73;4;0;116
08.534.605/0001-74;2025-12-31;5;152138;RENOVA ENERGIA S.A.;Liderança;1;26;3;6;0;0;0
08.534.605/0001-74;2025-12-31;5;152138;RENOVA ENERGIA S.A.;Não-liderança;1;26;4;21;0;0;1
08.560.444/0001-93;2025-12-31;4;152259;CIA CELG DE PARTICIPACOES - CELGPAR;Liderança;0;0;0;0;0;0;18
08.560.444/0001-93;2025-12-31;4;152259;CIA CELG DE PARTICIPACOES - CELGPAR;Não-liderança;0;0;0;0;0;0;95
08.574.411/0001-00;2025-12-31;1;149098;PRÁTICA PRODUTOS S.A.;Liderança;0;80;2;4;0;0;0
08.574.411/0001-00;2025-12-31;1;149098;PRÁTICA PRODUTOS S.A.;Não-liderança;0;478;46;128;0;0;0
08.764.621/0001-53;2025-12-31;2;151895;GENERAL SHOPPING E OUTLETS DO BRASIL BRASIL S.A.;Liderança;1;12;1;1;0;0;0
08.764.621/0001-53;2025-12-31;2;151895;GENERAL SHOPPING E OUTLETS DO BRASIL BRASIL S.A.;Não-liderança;0;44;3;7;0;0;0
08.773.135/0001-00;2025-12-31;2;146845;2W ECOBANK S.A. - EM RECUPERAÇÃO JUDICIAL;Liderança;0;20;0;5;0;0;0
08.773.135/0001-00;2025-12-31;2;146845;2W ECOBANK S.A. - EM RECUPERAÇÃO JUDICIAL;Não-liderança;2;86;6;22;0;0;0
08.795.211/0001-70;2025-12-31;1;148635;MAESTRO LOCADORA DE VEICULOS S.A.;Liderança;0;12;1;3;0;0;0
08.795.211/0001-70;2025-12-31;1;148635;MAESTRO LOCADORA DE VEICULOS S.A.;Não-liderança;1;35;8;11;0;0;0
08.797.760/0001-83;2025-12-31;1;148910;CURY CONSTRUTORA E INCORPORADORA S.A.;Liderança;4;133;8;107;0;0;0
08.797.760/0001-83;2025-12-31;1;148910;CURY CONSTRUTORA E INCORPORADORA S.A.;Não-liderança;39;929;507;1624;9;0;5
08.801.621/0001-86;2025-12-31;7;151941;SYN PROP & TECH S.A.;Liderança;1;66;7;14;0;0;0
08.801.621/0001-86;2025-12-31;7;151941;SYN PROP & TECH S.A.;Não-liderança;3;142;24;52;0;0;0
08.807.432/0001-10;2025-12-31;5;152106;YDUQS PARTICIPACOES S.A.;Liderança;45;1147;167;667;5;0;167
08.807.432/0001-10;2025-12-31;5;152106;YDUQS PARTICIPACOES S.A.;Não-liderança;195;6202;1504;4641;44;0;2030
08.811.643/0001-27;2025-12-31;7;152315;TRISUL S.A.;Liderança;0;103;5;0;0;0;0
08.811.643/0001-27;2025-12-31;7;152315;TRISUL S.A.;Não-liderança;0;245;26;0;0;0;0
08.827.501/0001-58;2025-12-31;3;151882;AEGEA SANEAMENTO E PARTICIPAÇÕES S.A.;Liderança;0;0;0;0;0;0;0
08.827.501/0001-58;2025-12-31;3;151882;AEGEA SANEAMENTO E PARTICIPAÇÕES S.A.;Não-liderança;0;0;0;0;0;0;0
08.845.676/0001-98;2025-12-31;1;148778;CORPÓREOS - SERVIÇOS TERAPÊUTICOS S.A.;Liderança;12;411;25;250;0;0;1
08.845.676/0001-98;2025-12-31;1;148778;CORPÓREOS - SERVIÇOS TERAPÊUTICOS S.A.;Não-liderança;76;1870;372;1579;8;0;11
08.902.291/0001-15;2025-12-31;5;152453;CSN MINERAÇÃO S.A.;Liderança;6;229;15;103;0;0;1
08.902.291/0001-15;2025-12-31;5;152453;CSN MINERAÇÃO S.A.;Não-liderança;169;2976;977;3342;20;0;108
08.935.054/0001-50;2025-12-31;2;149466;MULTINER S/A;Liderança;0;15;0;1;0;0;0
08.935.054/0001-50;2025-12-31;2;149466;MULTINER S/A;Não-liderança;0;6;1;7;0;0;0
09.041.168/0001-10;2025-12-31;2;151851;LOG COMMERCIAL PROPERTIES E PARTICIPAÇÕES;Liderança;0;43;3;21;0;0;8
09.041.168/0001-10;2025-12-31;2;151851;LOG COMMERCIAL PROPERTIES E PARTICIPAÇÕES;Não-liderança;8;152;71;494;0;0;40
09.042.817/0001-05;2025-12-31;3;151647;BEMOBI MOBILE TECH S.A.;Liderança;7;78;4;22;0;0;33
09.042.817/0001-05;2025-12-31;3;151647;BEMOBI MOBILE TECH S.A.;Não-liderança;23;329;49;169;2;0;130
09.053.134/0001-45;2025-12-31;1;148718;ELFA MEDICAMENTOS S.A.;Liderança;10;184;13;69;1;0;0
09.053.134/0001-45;2025-12-31;1;148718;ELFA MEDICAMENTOS S.A.;Não-liderança;34;962;296;856;8;0;13
09.054.385/0001-44;2025-12-31;2;149269;INBRANDS S.A.;Liderança;3;136;6;123;3;0;0
09.054.385/0001-44;2025-12-31;2;149269;INBRANDS S.A.;Não-liderança;12;563;99;881;2;0;0
09.074.183/0001-64;2025-12-31;1;148789;TRANSBRASILIANA CONCESSIONÁRIA DE RODOVIA S.A;Liderança;0;26;0;4;0;0;0
09.074.183/0001-64;2025-12-31;1;148789;TRANSBRASILIANA CONCESSIONÁRIA DE RODOVIA S.A;Não-liderança;3;178;24;154;0;0;0
09.095.183/0001-40;2025-12-31;2;152406;ENERGISA PARAÍBA - DISTRIBUIDORA DE ENERGIA S/A;Liderança;0;0;0;0;0;0;0
09.095.183/0001-40;2025-12-31;2;152406;ENERGISA PARAÍBA - DISTRIBUIDORA DE ENERGIA S/A;Não-liderança;0;0;0;0;0;0;0
09.112.685/0001-32;2025-12-31;1;148779;OSX BRASIL S.A. - EM RECUPERAÇÃO JUDICIAL;Liderança;0;2;0;0;0;0;0
09.112.685/0001-32;2025-12-31;1;148779;OSX BRASIL S.A. - EM RECUPERAÇÃO JUDICIAL;Não-liderança;0;4;1;1;0;0;0
09.114.805/0001-30;2025-12-31;3;151135;OCEANPACT SERVIÇOS MARITIMOS S.A.;Liderança;7;326;35;188;1;0;8
09.114.805/0001-30;2025-12-31;3;151135;OCEANPACT SERVIÇOS MARITIMOS S.A.;Não-liderança;12;764;168;614;1;0;38
09.146.451/0001-06;2025-12-31;4;151935;KALLAS INCORPORAÇÕES E CONSTRUÇÕES S.A.;Liderança;0;3;0;2;0;0;0
09.146.451/0001-06;2025-12-31;4;151935;KALLAS INCORPORAÇÕES E CONSTRUÇÕES S.A.;Não-liderança;6;341;149;442;5;3;0
09.229.201/0001-30;2025-12-31;2;149113;GPS PARTICIPAÇÕES E EMPREENDIMENTOS S.A.;Liderança;23;950;68;1148;26;0;55
09.229.201/0001-30;2025-12-31;2;149113;GPS PARTICIPAÇÕES E EMPREENDIMENTOS S.A.;Não-liderança;559;36299;9092;104982;370;0;7604
09.257.877/0001-37;2025-12-31;2;149380;FERROVIA NORTE SUL S/A;Liderança;0;12;3;21;0;0;0
09.257.877/0001-37;2025-12-31;2;149380;FERROVIA NORTE SUL S/A;Não-liderança;18;159;83;438;9;0;0
09.288.252/0001-32;2025-12-31;3;150905;ANIMA HOLDING S.A.;Liderança;14;884;59;345;0;0;0
09.288.252/0001-32;2025-12-31;3;150905;ANIMA HOLDING S.A.;Não-liderança;112;8384;1001;3801;10;0;88
09.295.063/0001-97;2025-12-31;1;148943;TECHNOS S.A.;Liderança;0;47;0;37;1;0;0
09.295.063/0001-97;2025-12-31;1;148943;TECHNOS S.A.;Não-liderança;1;203;27;390;0;0;3
09.305.994/0001-29;2025-12-31;8;152066;AZUL S.A.;Liderança;25;690;37;182;1;0;4
09.305.994/0001-29;2025-12-31;8;152066;AZUL S.A.;Não-liderança;227;9699;1034;4212;35;0;55
09.346.601/0001-25;2025-12-31;2;152051;B3 S.A. - BRASIL, BOLSA, BALCÃO;Liderança;32;430;16;63;0;0;1
09.346.601/0001-25;2025-12-31;2;152051;B3 S.A. - BRASIL, BOLSA, BALCÃO;Não-liderança;97;1500;189;466;1;2;1
09.347.516/0001-81;2025-12-31;2;149686;ELETROMIDIA S.A.;Liderança;2;98;9;34;0;0;0
09.347.516/0001-81;2025-12-31;2;149686;ELETROMIDIA S.A.;Não-liderança;16;364;149;277;3;0;15
09.414.761/0001-64;2025-12-31;2;149088;K-INFRA RODOVIA DO AÇO S.A.;Liderança;1;9;4;9;0;0;0
09.414.761/0001-64;2025-12-31;2;149088;K-INFRA RODOVIA DO AÇO S.A.;Não-liderança;0;120;100;144;0;0;0
09.527.023/0001-23;2025-12-31;5;152382;ENVIRONMENTAL ESG PARTICIPAÇÕES S.A.;Liderança;8;473;46;247;121;0;37
09.527.023/0001-23;2025-12-31;5;152382;ENVIRONMENTAL ESG PARTICIPAÇÕES S.A.;Não-liderança;25;3198;1009;3999;376;0;200
09.538.973/0001-53;2025-12-31;1;149024;PDG COMPANHIA SECURITIZADORA;Liderança;0;0;0;0;0;0;0
09.538.973/0001-53;2025-12-31;1;149024;PDG COMPANHIA SECURITIZADORA;Não-liderança;0;0;0;0;0;0;0
09.611.768/0001-76;2025-12-31;1;148741;INC EMPREENDIMENTOS IMOBILIÁRIOS S.A.;Liderança;0;60;14;37;0;0;0
09.611.768/0001-76;2025-12-31;1;148741;INC EMPREENDIMENTOS IMOBILIÁRIOS S.A.;Não-liderança;3;307;198;439;2;2;0
09.813.204/0001-16;2025-12-31;3;152149;W2W E-COMMERCE DE VINHOS S.A.;Liderança;1;29;6;11;0;0;1
09.813.204/0001-16;2025-12-31;3;152149;W2W E-COMMERCE DE VINHOS S.A.;Não-liderança;6;138;45;125;1;0;2
10.139.870/0001-08;2025-12-31;2;150051;NEOGRID PARTICIPAÇÕES S.A.;Liderança;6;156;3;9;1;0;0
10.139.870/0001-08;2025-12-31;2;150051;NEOGRID PARTICIPAÇÕES S.A.;Não-liderança;21;636;50;130;1;0;2
10.324.624/0001-18;2025-12-31;2;151791;CONCESSÃO METROVIÁRIA DO RIO DE JANEIRO S.A.;Liderança;5;100;27;62;0;0;0
10.324.624/0001-18;2025-12-31;2;151791;CONCESSÃO METROVIÁRIA DO RIO DE JANEIRO S.A.;Não-liderança;12;901;364;943;0;0;1
10.338.320/0001-00;2025-12-31;2;152152;AFLUENTE TRANSMISSÃO DE ENERGIA ELÉTRICA S/A;Liderança;0;2;0;0;0;0;0
10.338.320/0001-00;2025-12-31;2;152152;AFLUENTE TRANSMISSÃO DE ENERGIA ELÉTRICA S/A;Não-liderança;0;1;1;3;0;0;0
10.488.244/0001-19;2025-12-31;1;148699;INFRASEC SECURITIZADORA S.A.;Liderança;0;1;0;0;0;0;0
10.488.244/0001-19;2025-12-31;1;148699;INFRASEC SECURITIZADORA S.A.;Não-liderança;0;1;0;0;0;0;0
10.502.676/0001-37;2025-12-31;1;149087;TERMELÉTRICA PERNAMBUCO III S.A.;Liderança;0;8;0;2;0;0;0
10.502.676/0001-37;2025-12-31;1;149087;TERMELÉTRICA PERNAMBUCO III S.A.;Não-liderança;0;28;0;4;0;0;0
10.571.175/0001-02;2025-12-31;1;148935;URBA DESENVOLVIMENTO URBANO S.A.;Liderança;1;20;0;13;0;0;0
10.571.175/0001-02;2025-12-31;1;148935;URBA DESENVOLVIMENTO URBANO S.A.;Não-liderança;2;66;23;86;0;0;0
10.629.105/0001-68;2025-12-31;2;149617;PRIO S.A.;Liderança;2;104;7;41;1;0;1
10.629.105/0001-68;2025-12-31;2;149617;PRIO S.A.;Não-liderança;11;342;81;220;1;0;2
10.635.691/0001-53;2025-12-31;2;149822;VIARONDON CONCESSIONÁRIA DE RODOVIA S.A.;Liderança;0;24;0;1;0;0;0
10.635.691/0001-53;2025-12-31;2;149822;VIARONDON CONCESSIONÁRIA DE RODOVIA S.A.;Não-liderança;0;315;323;0;0;0;0
10.739.356/0001-03;2025-12-31;7;152227;BRBI BR PARTNERS S.A;Liderança;4;53;0;2;1;0;0
10.739.356/0001-03;2025-12-31;7;152227;BRBI BR PARTNERS S.A;Não-liderança;4;100;8;11;0;0;0
10.760.260/0001-19;2025-12-31;4;152195;CVC BRASIL OPERADORA E AGÊNCIA DE VIAGENS S.A.;Liderança;8;253;8;40;0;0;0
10.760.260/0001-19;2025-12-31;4;152195;CVC BRASIL OPERADORA E AGÊNCIA DE VIAGENS S.A.;Não-liderança;34;1118;177;449;0;0;0
10.807.374/0001-77;2025-12-31;3;151735;BOA SAFRA SEMENTES S.A.;Liderança;1;36;6;31;0;0;0
10.807.374/0001-77;2025-12-31;3;151735;BOA SAFRA SEMENTES S.A.;Não-liderança;0;144;114;501;2;0;0
10.835.932/0001-08;2025-12-31;3;151723;CIA ENERGETICA DE PERNAMBUCO - CELPE;Liderança;3;115;10;57;0;0;0
10.835.932/0001-08;2025-12-31;3;151723;CIA ENERGETICA DE PERNAMBUCO - CELPE;Não-liderança;42;993;332;1646;17;0;149
11.284.204/0001-18;2025-12-31;4;152400;YOU INC INCORPORADORA E PARTICIPAÇÃO S.A;Liderança;0;23;2;4;0;0;0
11.284.204/0001-18;2025-12-31;4;152400;YOU INC INCORPORADORA E PARTICIPAÇÃO S.A;Não-liderança;0;28;4;18;0;0;0
11.421.994/0001-36;2025-12-31;8;152340;ORIZON VALORIZAÇÃO DE RESÍDUOS S.A.;Liderança;1;56;15;88;0;0;84
11.421.994/0001-36;2025-12-31;8;152340;ORIZON VALORIZAÇÃO DE RESÍDUOS S.A.;Não-liderança;6;251;117;852;0;0;561
11.992.680/0001-93;2025-12-31;2;150296;QUALICORP CONSULTORIA E CORRETORA DE SEGUROS S.A.;Liderança;3;175;17;47;1;1;0
11.992.680/0001-93;2025-12-31;2;150296;QUALICORP CONSULTORIA E CORRETORA DE SEGUROS S.A.;Não-liderança;16;737;149;406;5;0;1
12.049.631/0001-84;2025-12-31;5;151726;MOURA DUBEUX ENGENHARIA S/A;Liderança;1;68;3;102;0;0;0
12.049.631/0001-84;2025-12-31;5;151726;MOURA DUBEUX ENGENHARIA S/A;Não-liderança;8;568;549;4793;4;0;0
