CNPJ_Companhia;Data_Referencia;Versao;ID_Documento;Nome_Companhia;Posicao;Quantidade_Amarelo;Quantidade_Branco;Quantidade_Preto;Quantidade_Pardo;Quantidade_Indigena;Quantidade_Outros;Quantidade_Sem_Resposta
04.912.242/0001-02;2024-12-31;1;137786;PORTUENSE FERRAGENS S/A;Liderança;0;2;1;0;0;0;0
04.912.242/0001-02;2024-12-31;1;137786;PORTUENSE FERRAGENS S/A;Não-liderança;0;6;2;0;0;0;0
04.913.711/0001-08;2024-12-31;6;147367;BCO ESTADO DO PARA S.A.;Liderança;6;238;56;497;2;2;0
04.913.711/0001-08;2024-12-31;6;147367;BCO ESTADO DO PARA S.A.;Não-liderança;33;526;130;1082;6;3;0
04.972.092/0001-22;2024-12-31;5;144510;GRUPO FARTURA DE HORTIFRUT S.A.;Liderança;11;235;62;333;0;0;4
04.972.092/0001-22;2024-12-31;5;144510;GRUPO FARTURA DE HORTIFRUT S.A.;Não-liderança;152;3576;704;3198;6;0;3
04.986.320/0001-13;2024-12-31;20;148036;SER EDUCACIONAL S.A.;Liderança;37;480;127;536;8;2;3
04.986.320/0001-13;2024-12-31;20;148036;SER EDUCACIONAL S.A.;Não-liderança;140;2602;780;2926;20;22;79
04.992.714/0001-84;2024-12-31;11;146848;NOVA TRANSPORTADORA DO SUDESTE S.A. - NTS;Liderança;0;37;1;9;0;0;0
04.992.714/0001-84;2024-12-31;11;146848;NOVA TRANSPORTADORA DO SUDESTE S.A. - NTS;Não-liderança;0;146;6;64;0;0;0
05.197.443/0001-38;2024-12-31;11;148132;HAPVIDA PARTICIPAÇÕES E INVESTIMENTOS S.A.;Liderança;34;1696;152;1876;20;0;132
05.197.443/0001-38;2024-12-31;11;148132;HAPVIDA PARTICIPAÇÕES E INVESTIMENTOS S.A.;Não-liderança;419;21446;5125;36764;237;0;2289
05.303.439/0001-07;2024-12-31;3;146452;UNIGEL PARTICIPAÇÕES S.A.;Liderança;3;56;7;76;0;14;0
05.303.439/0001-07;2024-12-31;3;146452;UNIGEL PARTICIPAÇÕES S.A.;Não-liderança;10;208;166;720;0;368;0
05.347.060/0001-07;2024-12-31;2;138730;INTERPLAYERS SOLUÇÕES INTEGRADAS S.A.;Liderança;0;33;1;47;0;0;102
05.347.060/0001-07;2024-12-31;2;138730;INTERPLAYERS SOLUÇÕES INTEGRADAS S.A.;Não-liderança;0;26;4;105;0;0;709
05.878.397/0001-32;2024-12-31;16;148218;ALLOS S.A.;Liderança;22;703;141;360;7;0;6
05.878.397/0001-32;2024-12-31;16;148218;ALLOS S.A.;Não-liderança;59;1598;601;1595;23;0;43
05.917.486/0001-40;2024-12-31;4;146998;LIVETECH DA BAHIA INDÚSTRIA E COMÉRCIO S.A.;Liderança;0;24;3;10;1;0;4
05.917.486/0001-40;2024-12-31;4;146998;LIVETECH DA BAHIA INDÚSTRIA E COMÉRCIO S.A.;Não-liderança;3;97;30;86;0;0;19
06.047.087/0001-39;2024-12-31;10;147426;REDE D'OR SÃO LUIZ S.A.;Liderança;0;0;0;0;0;0;306
06.047.087/0001-39;2024-12-31;10;147426;REDE D'OR SÃO LUIZ S.A.;Não-liderança;0;0;0;0;0;0;71544
06.057.223/0001-71;2024-12-31;24;147799;SENDAS DISTRIBUIDORA S.A.;Liderança;138;2746;1031;3628;21;0;0
06.057.223/0001-71;2024-12-31;24;147799;SENDAS DISTRIBUIDORA S.A.;Não-liderança;1119;23421;12008;35974;291;0;0
06.164.253/0001-87;2024-12-31;12;148193;GOL LINHAS AEREAS INTELIGENTES S.A.;Liderança;10;363;16;66;1;0;0
06.164.253/0001-87;2024-12-31;12;148193;GOL LINHAS AEREAS INTELIGENTES S.A.;Não-liderança;212;8822;860;3947;13;1;0
06.272.793/0001-84;2024-12-31;14;148124;EQUATORIAL MARANHÃO DISTRIBUIDORA DE ENERGIA S.A.;Liderança;2;91;13;97;0;0;6
06.272.793/0001-84;2024-12-31;14;148124;EQUATORIAL MARANHÃO DISTRIBUIDORA DE ENERGIA S.A.;Não-liderança;17;388;127;728;0;1;29
06.626.253/0001-51;2024-12-31;10;147195;EMPREENDIMENTOS PAGUE MENOS S.A.;Liderança;23;940;193;1280;5;0;69
06.626.253/0001-51;2024-12-31;10;147195;EMPREENDIMENTOS PAGUE MENOS S.A.;Não-liderança;303;6036;3141;12760;73;0;807
06.981.176/0001-58;2024-12-31;14;148062;CEMIG GERACAO E TRANSMISSAO S.A.;Liderança;0;0;0;0;0;0;0
06.981.176/0001-58;2024-12-31;14;148062;CEMIG GERACAO E TRANSMISSAO S.A.;Não-liderança;0;0;0;0;0;0;0
06.981.180/0001-16;2024-12-31;20;148064;CEMIG DISTRIBUICAO S.A.;Liderança;0;0;0;0;0;0;0
06.981.180/0001-16;2024-12-31;20;148064;CEMIG DISTRIBUICAO S.A.;Não-liderança;0;0;0;0;0;0;0
06.981.381/0001-13;2024-03-31;11;141302;CTC - CENTRO DE TECNOLOGIA CANAVIEIRA S.A.;Liderança;0;0;0;0;0;0;83
06.981.381/0001-13;2024-03-31;11;141302;CTC - CENTRO DE TECNOLOGIA CANAVIEIRA S.A.;Não-liderança;0;0;0;0;0;0;387
07.040.108/0001-57;2024-12-31;8;147763;CAGECE - CIA DE AGUA E ESGOTO DO CEARA;Liderança;3;181;14;216;0;0;2
07.040.108/0001-57;2024-12-31;8;147763;CAGECE - CIA DE AGUA E ESGOTO DO CEARA;Não-liderança;4;273;31;433;0;0;5
07.043.628/0001-13;2024-12-31;3;146617;CLARO TELECOM PARTICIPAÇÕES S.A.;Liderança;0;0;0;0;0;0;1
07.043.628/0001-13;2024-12-31;3;146617;CLARO TELECOM PARTICIPAÇÕES S.A.;Não-liderança;0;0;0;0;0;0;1
07.047.251/0001-70;2024-12-31;15;147356;CIA ENERGETICA DO CEARA - COELCE;Liderança;0;45;0;40;0;0;17
07.047.251/0001-70;2024-12-31;15;147356;CIA ENERGETICA DO CEARA - COELCE;Não-liderança;8;311;63;408;4;0;582
07.206.816/0001-15;2024-12-31;6;146235;M.DIAS BRANCO S.A. IND COM DE ALIMENTOS;Liderança;21;635;102;716;4;0;34
07.206.816/0001-15;2024-12-31;6;146235;M.DIAS BRANCO S.A. IND COM DE ALIMENTOS;Não-liderança;156;3787;1769;9173;52;0;231
07.237.373/0001-20;2024-12-31;16;148203;BCO NORDESTE DO BRASIL S.A.;Liderança;31;1857;117;809;5;0;6
07.237.373/0001-20;2024-12-31;16;148203;BCO NORDESTE DO BRASIL S.A.;Não-liderança;32;2586;133;1069;7;0;27
07.253.321/0001-47;2024-12-31;1;138042;CARBOMIL SA MINER. E INDUSTRIA;Liderança;0;4;0;0;0;0;0
07.253.321/0001-47;2024-12-31;1;138042;CARBOMIL SA MINER. E INDUSTRIA;Não-liderança;2;8;0;0;0;0;0
07.275.159/0001-68;2024-12-31;1;137398;PETROLEO LUB DO NORDESTE SA;Liderança;0;1;0;0;0;0;0
07.275.159/0001-68;2024-12-31;1;137398;PETROLEO LUB DO NORDESTE SA;Não-liderança;0;1;0;0;0;0;0
07.334.600/0001-35;2024-12-31;1;137748;MARINA DE IRACEMA PARK SA;Liderança;0;0;0;0;0;0;2
07.334.600/0001-35;2024-12-31;1;137748;MARINA DE IRACEMA PARK SA;Não-liderança;0;0;0;0;0;0;202
07.415.333/0001-20;2024-12-31;7;147447;SIMPAR S.A.;Liderança;37;1636;102;874;0;116;0
07.415.333/0001-20;2024-12-31;7;147447;SIMPAR S.A.;Não-liderança;412;14248;3839;19393;73;2136;0
07.526.557/0001-00;2024-12-31;7;147076;AMBEV S.A.;Liderança;91;3389;344;859;5;10;1850
07.526.557/0001-00;2024-12-31;7;147076;AMBEV S.A.;Não-liderança;116;4694;2002;4854;5;33;6771
07.594.978/0001-78;2024-12-31;11;148150;SMARTFIT ESCOLA DE GINÁSTICA E DANÇA S.A.;Liderança;16;293;59;367;0;1;0
07.594.978/0001-78;2024-12-31;11;148150;SMARTFIT ESCOLA DE GINÁSTICA E DANÇA S.A.;Não-liderança;944;3277;958;2415;7;0;1
07.628.528/0001-59;2024-06-30;8;143078;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;Liderança;1;40;4;11;0;0;1
07.628.528/0001-59;2024-06-30;8;143078;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;Não-liderança;5;45;12;38;2;0;7
07.689.002/0001-89;2024-12-31;9;147260;EMBRAER S.A.;Liderança;19;765;40;0;0;0;167
07.689.002/0001-89;2024-12-31;9;147260;EMBRAER S.A.;Não-liderança;251;12236;2743;0;9;0;2342
07.704.246/0001-93;2024-12-31;1;138537;DATORA PARTICIPAÇÕES E SERVIÇOS S.A.;Liderança;2;64;4;10;0;0;2
07.704.246/0001-93;2024-12-31;1;138537;DATORA PARTICIPAÇÕES E SERVIÇOS S.A.;Não-liderança;3;123;18;43;1;0;7
07.714.104/0001-07;2024-12-31;11;146877;GIGA MAIS FIBRA TELECOMUNICAÇÕES S.A.;Liderança;3;205;12;149;0;0;43
07.714.104/0001-07;2024-12-31;11;146877;GIGA MAIS FIBRA TELECOMUNICAÇÕES S.A.;Não-liderança;24;1379;323;2229;12;0;661
07.718.269/0001-57;2024-12-31;2;147602;SPRINGS GLOBAL PARTICIPACOES S.A.;Liderança;0;9;0;0;0;0;0
07.718.269/0001-57;2024-12-31;2;147602;SPRINGS GLOBAL PARTICIPACOES S.A.;Não-liderança;0;0;0;0;0;0;1
07.816.890/0001-53;2024-12-31;12;148264;MULTIPLAN - EMPREEND IMOBILIARIOS S.A.;Liderança;0;48;0;1;0;0;0
07.816.890/0001-53;2024-12-31;12;148264;MULTIPLAN - EMPREEND IMOBILIARIOS S.A.;Não-liderança;0;219;21;86;0;0;0
07.820.907/0001-46;2024-12-31;6;143814;FICA EMPREENDIMENTOS IMOBILIÁRIOS S.A.;Liderança;0;1;1;0;0;0;0
07.820.907/0001-46;2024-12-31;6;143814;FICA EMPREENDIMENTOS IMOBILIÁRIOS S.A.;Não-liderança;0;1;0;0;0;0;0
07.857.093/0001-14;2024-12-31;8;145923;AURA MINERALS INC.;Liderança;0;0;0;0;0;0;265
07.857.093/0001-14;2024-12-31;8;145923;AURA MINERALS INC.;Não-liderança;0;0;0;0;0;0;993
07.857.850/0001-50;2024-12-31;5;146907;GP INVESTMENTS, LTD.;Liderança;0;10;0;0;0;0;0
07.857.850/0001-50;2024-12-31;5;146907;GP INVESTMENTS, LTD.;Não-liderança;1;19;1;5;0;0;0
07.859.971/0001-30;2024-12-31;14;151747;TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S.A.;Liderança;1;62;5;21;0;0;1
07.859.971/0001-30;2024-12-31;14;151747;TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S.A.;Não-liderança;3;386;73;288;4;0;7
07.882.930/0001-65;2024-12-31;4;148334;MITRE REALTY EMPREENDIMENTOS E PARTICIPAÇÕES S.A.;Liderança;0;0;0;0;0;0;67
07.882.930/0001-65;2024-12-31;4;148334;MITRE REALTY EMPREENDIMENTOS E PARTICIPAÇÕES S.A.;Não-liderança;0;0;0;0;0;0;475
07.976.147/0001-60;2024-12-31;7;144155;MOVIDA LOCAÇÃO DE VEÍCULOS S.A.;Liderança;10;422;18;168;0;0;0
07.976.147/0001-60;2024-12-31;7;144155;MOVIDA LOCAÇÃO DE VEÍCULOS S.A.;Não-liderança;61;2289;416;1850;7;5;0
08.065.557/0001-12;2024-12-31;12;144932;TECNISA S.A.;Liderança;1;34;0;7;0;0;0
08.065.557/0001-12;2024-12-31;12;144932;TECNISA S.A.;Não-liderança;2;225;45;145;0;0;1
08.078.847/0001-09;2024-12-31;3;146416;LPS BRASIL - CONSULTORIA DE IMOVEIS S.A.;Liderança;3;40;4;11;0;0;33
08.078.847/0001-09;2024-12-31;3;146416;LPS BRASIL - CONSULTORIA DE IMOVEIS S.A.;Não-liderança;4;118;20;52;2;0;70
08.159.965/0001-33;2024-12-31;16;148059;IGUA SANEAMENTO S.A.;Liderança;6;252;85;0;0;0;0
08.159.965/0001-33;2024-12-31;16;148059;IGUA SANEAMENTO S.A.;Não-liderança;26;1013;1127;0;3;0;0
08.170.849/0001-15;2024-12-31;17;148169;DESKTOP S.A.;Liderança;0;243;16;77;0;0;151
08.170.849/0001-15;2024-12-31;17;148169;DESKTOP S.A.;Não-liderança;15;1564;278;803;2;0;855
08.262.121/0001-13;2024-12-31;3;139558;ALUBAR METAIS E CABOS S.A.;Liderança;0;5;3;27;0;0;20
08.262.121/0001-13;2024-12-31;3;139558;ALUBAR METAIS E CABOS S.A.;Não-liderança;2;32;8;621;0;0;115
08.294.224/0001-65;2024-12-31;8;148111;JHSF PARTICIPACOES S.A.;Liderança;4;242;12;81;1;0;15
08.294.224/0001-65;2024-12-31;8;148111;JHSF PARTICIPACOES S.A.;Não-liderança;34;1038;264;952;5;0;56
08.312.229/0001-73;2024-12-31;16;148001;EZ TEC EMPREEND. E PARTICIPACOES S.A.;Liderança;0;37;3;1;0;0;5
08.312.229/0001-73;2024-12-31;16;148001;EZ TEC EMPREEND. E PARTICIPACOES S.A.;Não-liderança;9;289;112;321;3;0;97
08.322.396/0001-03;2024-03-31;4;139076;CERRADINHO BIOENERGIA S.A.;Liderança;0;33;0;14;0;0;8
08.322.396/0001-03;2024-03-31;4;139076;CERRADINHO BIOENERGIA S.A.;Não-liderança;2;560;51;926;1;2;236
08.324.196/0001-81;2024-12-31;8;146531;CIA ENERGETICA DO RIO GDE NORTE - COSERN;Liderança;0;53;0;30;0;0;0
08.324.196/0001-81;2024-12-31;8;146531;CIA ENERGETICA DO RIO GDE NORTE - COSERN;Não-liderança;6;434;68;460;3;0;7
08.343.492/0001-20;2024-12-31;14;146569;MRV ENGENHARIA E PARTICIPACOES S.A.;Liderança;23;905;58;367;73;0;70
08.343.492/0001-20;2024-12-31;14;146569;MRV ENGENHARIA E PARTICIPACOES S.A.;Não-liderança;119;3693;1494;7630;389;0;2987
08.364.948/0001-38;2024-12-31;17;147454;ALUPAR INVESTIMENTO S/A;Liderança;0;0;0;0;0;0;14
08.364.948/0001-38;2024-12-31;17;147454;ALUPAR INVESTIMENTO S/A;Não-liderança;0;0;0;0;0;0;38
08.397.078/0001-01;2024-12-31;4;146822;GSH CORP PARTICIPAÇÕES S.A.;Liderança;2;131;15;43;0;0;17
08.397.078/0001-01;2024-12-31;4;146822;GSH CORP PARTICIPAÇÕES S.A.;Não-liderança;16;649;215;477;5;0;194
08.402.943/0001-52;2024-12-31;3;147402;GUARARAPES CONFECCOES S.A.;Liderança;30;993;88;631;3;0;79
08.402.943/0001-52;2024-12-31;3;147402;GUARARAPES CONFECCOES S.A.;Não-liderança;415;7529;2580;14397;112;0;1390
08.424.178/0001-71;2024-12-31;1;137890;TECBLU TECELAGEM BLUMENAU S.A.;Liderança;0;1;0;0;0;0;0
08.424.178/0001-71;2024-12-31;1;137890;TECBLU TECELAGEM BLUMENAU S.A.;Não-liderança;0;1;0;0;0;0;0
08.439.659/0001-50;2024-12-31;13;147446;CPFL ENERGIAS RENOVÁVEIS S.A.;Liderança;3;74;2;26;0;4;0
08.439.659/0001-50;2024-12-31;13;147446;CPFL ENERGIAS RENOVÁVEIS S.A.;Não-liderança;7;323;30;141;0;9;0
08.467.115/0001-00;2024-12-31;15;148126;CIA ESTADUAL DE DISTRIB ENER ELET-CEEE-D;Liderança;0;54;4;7;1;0;2
08.467.115/0001-00;2024-12-31;15;148126;CIA ESTADUAL DE DISTRIB ENER ELET-CEEE-D;Não-liderança;3;607;34;81;2;0;51
08.534.605/0001-74;2024-12-31;6;147104;RENOVA ENERGIA S.A.;Liderança;1;26;3;6;0;0;0
08.534.605/0001-74;2024-12-31;6;147104;RENOVA ENERGIA S.A.;Não-liderança;1;26;4;21;0;0;1
08.560.444/0001-93;2024-12-31;4;147349;CIA CELG DE PARTICIPACOES - CELGPAR;Liderança;0;0;0;0;0;0;18
08.560.444/0001-93;2024-12-31;4;147349;CIA CELG DE PARTICIPACOES - CELGPAR;Não-liderança;0;0;0;0;0;0;94
08.574.411/0001-00;2024-12-31;4;144840;PRÁTICA PRODUTOS S.A.;Liderança;0;81;1;3;0;0;0
08.574.411/0001-00;2024-12-31;4;144840;PRÁTICA PRODUTOS S.A.;Não-liderança;0;352;30;131;0;0;0
08.764.621/0001-53;2024-12-31;3;147063;GENERAL SHOPPING E OUTLETS DO BRASIL BRASIL S.A.;Liderança;1;14;0;1;0;0;0
08.764.621/0001-53;2024-12-31;3;147063;GENERAL SHOPPING E OUTLETS DO BRASIL BRASIL S.A.;Não-liderança;0;45;5;17;0;0;0
08.773.135/0001-00;2024-12-31;9;149568;2W ECOBANK S.A. - EM RECUPERAÇÃO JUDICIAL;Liderança;0;13;0;3;0;0;0
08.773.135/0001-00;2024-12-31;9;149568;2W ECOBANK S.A. - EM RECUPERAÇÃO JUDICIAL;Não-liderança;0;55;7;45;0;0;0
08.773.191/0001-36;2024-12-31;2;142305;BRASILIANA PARTICIPAÇÕES S/A;Liderança;0;0;0;0;0;0;1
08.773.191/0001-36;2024-12-31;2;142305;BRASILIANA PARTICIPAÇÕES S/A;Não-liderança;0;0;0;0;0;0;1
08.795.211/0001-70;2024-12-31;6;147211;MAESTRO LOCADORA DE VEICULOS S.A.;Liderança;0;16;1;2;0;0;0
08.795.211/0001-70;2024-12-31;6;147211;MAESTRO LOCADORA DE VEICULOS S.A.;Não-liderança;1;44;7;15;0;0;0
08.797.760/0001-83;2024-12-31;13;148295;CURY CONSTRUTORA E INCORPORADORA S.A.;Liderança;0;126;7;99;0;0;0
08.797.760/0001-83;2024-12-31;13;148295;CURY CONSTRUTORA E INCORPORADORA S.A.;Não-liderança;34;676;316;1289;6;0;0
08.801.621/0001-86;2024-12-31;16;147515;SYN PROP & TECH S.A.;Liderança;1;78;5;10;0;0;0
08.801.621/0001-86;2024-12-31;16;147515;SYN PROP & TECH S.A.;Não-liderança;3;148;30;67;0;0;5
08.807.432/0001-10;2024-12-31;11;148038;YDUQS PARTICIPACOES S.A.;Liderança;35;760;115;446;5;0;103
08.807.432/0001-10;2024-12-31;11;148038;YDUQS PARTICIPACOES S.A.;Não-liderança;222;7091;1472;4584;44;0;2295
08.811.643/0001-27;2024-12-31;15;147780;TRISUL S.A.;Liderança;0;0;0;0;0;0;100
08.811.643/0001-27;2024-12-31;15;147780;TRISUL S.A.;Não-liderança;0;0;0;0;0;0;272
08.827.501/0001-58;2024-12-31;7;147267;AEGEA SANEAMENTO E PARTICIPAÇÕES S.A.;Liderança;0;0;0;0;0;0;0
08.827.501/0001-58;2024-12-31;7;147267;AEGEA SANEAMENTO E PARTICIPAÇÕES S.A.;Não-liderança;0;0;0;0;0;0;0
08.902.291/0001-15;2024-12-31;9;148085;CSN MINERAÇÃO S.A.;Liderança;5;220;104;0;0;0;1
08.902.291/0001-15;2024-12-31;9;148085;CSN MINERAÇÃO S.A.;Não-liderança;176;3005;4362;0;20;0;125
08.935.054/0001-50;2024-12-31;2;141534;MULTINER S/A;Liderança;0;12;0;2;0;0;0
08.935.054/0001-50;2024-12-31;2;141534;MULTINER S/A;Não-liderança;0;5;0;1;0;0;0
09.041.168/0001-10;2024-12-31;16;146606;LOG COMMERCIAL PROPERTIES E PARTICIPAÇÕES;Liderança;0;47;2;19;0;0;10
09.041.168/0001-10;2024-12-31;16;146606;LOG COMMERCIAL PROPERTIES E PARTICIPAÇÕES;Não-liderança;3;98;44;227;0;0;364
09.042.817/0001-05;2024-12-31;16;148305;BEMOBI MOBILE TECH S.A.;Liderança;2;83;5;32;0;0;41
09.042.817/0001-05;2024-12-31;16;148305;BEMOBI MOBILE TECH S.A.;Não-liderança;2;323;36;208;1;0;136
09.053.134/0001-45;2024-12-31;5;146789;ELFA MEDICAMENTOS S.A.;Liderança;8;164;11;59;1;0;30
09.053.134/0001-45;2024-12-31;5;146789;ELFA MEDICAMENTOS S.A.;Não-liderança;37;940;234;718;7;0;355
09.054.385/0001-44;2024-12-31;1;138861;INBRANDS S.A.;Liderança;2;129;2;124;3;0;0
09.054.385/0001-44;2024-12-31;1;138861;INBRANDS S.A.;Não-liderança;6;424;53;1122;2;0;0
09.074.183/0001-64;2024-12-31;1;138781;TRANSBRASILIANA CONCESSIONÁRIA DE RODOVIA S.A;Liderança;0;25;0;4;0;0;0
09.074.183/0001-64;2024-12-31;1;138781;TRANSBRASILIANA CONCESSIONÁRIA DE RODOVIA S.A;Não-liderança;3;187;25;142;0;0;0
09.112.685/0001-32;2024-12-31;2;138958;OSX BRASIL S.A. - EM RECUPERAÇÃO JUDICIAL;Liderança;0;2;0;0;0;0;0
09.112.685/0001-32;2024-12-31;2;138958;OSX BRASIL S.A. - EM RECUPERAÇÃO JUDICIAL;Não-liderança;0;3;1;1;0;0;0
09.114.805/0001-30;2024-12-31;7;147587;OCEANPACT SERVIÇOS MARITIMOS S.A.;Liderança;8;308;40;178;1;0;15
09.114.805/0001-30;2024-12-31;7;147587;OCEANPACT SERVIÇOS MARITIMOS S.A.;Não-liderança;9;647;143;511;1;0;49
09.146.451/0001-06;2024-12-31;5;146699;KALLAS INCORPORAÇÕES E CONSTRUÇÕES S.A.;Liderança;0;2;0;1;0;0;0
09.146.451/0001-06;2024-12-31;5;146699;KALLAS INCORPORAÇÕES E CONSTRUÇÕES S.A.;Não-liderança;5;377;151;565;5;3;0
09.229.201/0001-30;2024-12-31;8;148351;GPS PARTICIPAÇÕES E EMPREENDIMENTOS S.A.;Liderança;16;738;57;819;33;0;317
09.229.201/0001-30;2024-12-31;8;148351;GPS PARTICIPAÇÕES E EMPREENDIMENTOS S.A.;Não-liderança;585;26953;7031;78406;763;0;31012
09.257.877/0001-37;2024-12-31;5;146742;FERROVIA NORTE SUL S/A;Liderança;1;10;4;21;0;0;0
09.257.877/0001-37;2024-12-31;5;146742;FERROVIA NORTE SUL S/A;Não-liderança;13;157;79;459;1;0;1
09.267.996/0001-70;2024-12-31;6;145259;YUNY INCORPORADORA HOLDING S.A.;Liderança;0;0;0;0;0;0;30
09.267.996/0001-70;2024-12-31;6;145259;YUNY INCORPORADORA HOLDING S.A.;Não-liderança;0;0;0;0;0;0;40
09.288.252/0001-32;2024-12-31;13;147988;ANIMA HOLDING S.A.;Liderança;16;805;46;315;0;0;18
09.288.252/0001-32;2024-12-31;13;147988;ANIMA HOLDING S.A.;Não-liderança;115;9153;1038;3962;9;0;276
09.295.063/0001-97;2024-12-31;8;147262;TECHNOS S.A.;Liderança;0;38;0;16;0;0;1
09.295.063/0001-97;2024-12-31;8;147262;TECHNOS S.A.;Não-liderança;2;216;25;323;0;0;2
09.305.994/0001-29;2024-12-31;12;146349;AZUL S.A.;Liderança;39;2792;82;513;5;0;12
09.305.994/0001-29;2024-12-31;12;146349;AZUL S.A.;Não-liderança;205;7619;939;3716;30;0;58
09.346.601/0001-25;2024-12-31;16;147991;B3 S.A. - BRASIL, BOLSA, BALCÃO;Liderança;26;426;13;50;0;0;5
09.346.601/0001-25;2024-12-31;16;147991;B3 S.A. - BRASIL, BOLSA, BALCÃO;Não-liderança;79;1488;184;461;1;0;24
09.347.516/0001-81;2024-12-31;15;147030;ELETROMIDIA S.A.;Liderança;2;96;6;32;0;0;0
09.347.516/0001-81;2024-12-31;15;147030;ELETROMIDIA S.A.;Não-liderança;12;287;104;259;4;0;31
09.414.761/0001-64;2024-12-31;3;141468;K-INFRA RODOVIA DO AÇO S.A.;Liderança;0;13;6;13;0;0;0
09.414.761/0001-64;2024-12-31;3;141468;K-INFRA RODOVIA DO AÇO S.A.;Não-liderança;0;0;106;270;0;0;0
09.527.023/0001-23;2024-12-31;3;149030;ENVIRONMENTAL ESG PARTICIPAÇÕES S.A.;Liderança;42;477;190;124;91;0;58
09.527.023/0001-23;2024-12-31;3;149030;ENVIRONMENTAL ESG PARTICIPAÇÕES S.A.;Não-liderança;149;3120;2405;1433;356;0;431
09.538.973/0001-53;2024-12-31;6;146159;PDG COMPANHIA SECURITIZADORA;Liderança;0;0;0;0;0;0;0
09.538.973/0001-53;2024-12-31;6;146159;PDG COMPANHIA SECURITIZADORA;Não-liderança;0;0;0;0;0;0;0
09.611.768/0001-76;2024-12-31;4;139312;INC EMPREENDIMENTOS IMOBILIÁRIOS S.A.;Liderança;0;0;0;0;0;0;34
09.611.768/0001-76;2024-12-31;4;139312;INC EMPREENDIMENTOS IMOBILIÁRIOS S.A.;Não-liderança;0;0;0;0;0;0;789
09.813.204/0001-16;2024-12-31;4;145528;W2W E-COMMERCE DE VINHOS S.A.;Liderança;3;43;10;25;0;0;0
09.813.204/0001-16;2024-12-31;4;145528;W2W E-COMMERCE DE VINHOS S.A.;Não-liderança;4;178;49;153;3;2;5
10.139.870/0001-08;2024-12-31;11;146842;NEOGRID PARTICIPAÇÕES S.A.;Liderança;5;80;3;8;0;0;70
10.139.870/0001-08;2024-12-31;11;146842;NEOGRID PARTICIPAÇÕES S.A.;Não-liderança;13;393;45;94;3;0;197
10.285.590/0001-08;2024-12-31;1;138827;GRUPO DE MODA SOMA S.A.;Liderança;20;821;77;212;2;0;79
10.285.590/0001-08;2024-12-31;1;138827;GRUPO DE MODA SOMA S.A.;Não-liderança;210;5432;1781;4017;35;0;595
10.324.624/0001-18;2024-12-31;4;147310;CONCESSÃO METROVIÁRIA DO RIO DE JANEIRO S.A.;Liderança;1;110;6;50;0;0;1
10.324.624/0001-18;2024-12-31;4;147310;CONCESSÃO METROVIÁRIA DO RIO DE JANEIRO S.A.;Não-liderança;8;867;295;813;1;0;4
10.338.320/0001-00;2024-12-31;3;146528;AFLUENTE TRANSMISSÃO DE ENERGIA ELÉTRICA S/A;Liderança;0;2;0;0;0;0;0
10.338.320/0001-00;2024-12-31;3;146528;AFLUENTE TRANSMISSÃO DE ENERGIA ELÉTRICA S/A;Não-liderança;0;0;1;2;0;0;0
10.488.244/0001-19;2024-12-31;1;138293;INFRASEC SECURITIZADORA S.A.;Liderança;0;1;0;0;0;0;0
10.488.244/0001-19;2024-12-31;1;138293;INFRASEC SECURITIZADORA S.A.;Não-liderança;0;1;0;0;0;0;0
10.502.676/0001-37;2024-12-31;3;141444;TERMELÉTRICA PERNAMBUCO III S.A.;Liderança;0;8;1;3;0;0;0
10.502.676/0001-37;2024-12-31;3;141444;TERMELÉTRICA PERNAMBUCO III S.A.;Não-liderança;0;28;0;2;0;0;0
10.571.175/0001-02;2024-12-31;3;140587;URBA DESENVOLVIMENTO URBANO S.A.;Liderança;4;33;1;13;4;0;4
10.571.175/0001-02;2024-12-31;3;140587;URBA DESENVOLVIMENTO URBANO S.A.;Não-liderança;1;58;16;106;13;0;11
10.629.105/0001-68;2024-12-31;13;146710;PRIO S.A.;Liderança;1;110;5;29;0;0;0
10.629.105/0001-68;2024-12-31;13;146710;PRIO S.A.;Não-liderança;5;386;51;155;0;0;0
10.635.691/0001-53;2024-12-31;3;144515;VIARONDON CONCESSIONÁRIA DE RODOVIA S.A.;Liderança;0;73;0;18;0;0;0
10.635.691/0001-53;2024-12-31;3;144515;VIARONDON CONCESSIONÁRIA DE RODOVIA S.A.;Não-liderança;2;457;3;124;3;1;0
10.739.356/0001-03;2024-12-31;5;144885;BRBI BR PARTNERS S.A;Liderança;4;51;1;1;0;0;0
10.739.356/0001-03;2024-12-31;5;144885;BRBI BR PARTNERS S.A;Não-liderança;3;88;4;6;0;0;0
10.760.260/0001-19;2024-12-31;17;147508;CVC BRASIL OPERADORA E AGÊNCIA DE VIAGENS S.A.;Liderança;8;251;9;44;0;0;8
10.760.260/0001-19;2024-12-31;17;147508;CVC BRASIL OPERADORA E AGÊNCIA DE VIAGENS S.A.;Não-liderança;28;1103;173;422;3;0;79
